Dates,MSCI World Net Total Return Lo,Bloomberg Commodity Index,S&P GSCI Energy Official Close,S&P GSCI Industrial Metals Off,S&P GSCI Precious Metals Offic,S&P GSCI Agriculture Official,S&P GSCI Gold Official Close I,BE 10 Year
31/08/2012,0.114206001,-0.111931508,0.041936771,-0.226854,-0.113770805,-0.003138899,-0.087068287,0.02496
28/09/2012,0.211598519,0.059232562,0.139168194,0.066423494,0.091038019,0.189042945,0.083482318,0.02436
31/10/2012,0.111032258,-0.045065525,-0.029112175,-0.10190871,-0.020520062,0.109364413,-0.012616643,0.02558
30/11/2012,0.142007655,-0.022966675,-0.04521173,-0.018108997,-0.025532327,0.171270305,-0.030344889,0.02631
31/12/2012,0.157062412,-0.011440842,-0.014517691,0.012825573,0.061168417,0.063657045,0.059883418,0.02666
31/01/2013,0.168665988,-0.012212456,0.024892039,-0.057520271,-0.055361308,0.096314424,-0.053264668,0.03159
28/02/2013,0.132343341,-0.077481462,-0.09107793,-0.11622302,-0.101216473,0.021197262,-0.085770433,0.03181
29/03/2013,0.142500878,-0.031189813,-0.052824559,-0.115029372,-0.06581897,0.002782104,-0.053505768,0.03335
30/04/2013,0.192621553,-0.054214791,-0.105088212,-0.161922345,-0.137852796,0.017172531,-0.122779142,0.03106
31/05/2013,0.297537278,0.017530918,0.036259295,-0.047872817,-0.128971546,0.114436037,-0.116456678,0.03096
28/06/2013,0.214148841,-0.080895694,0.080599887,-0.121021503,-0.251225587,-0.082352544,-0.243194353,0.02897
31/07/2013,0.254712792,-0.124936013,0.09552649,-0.094789378,-0.207299898,-0.238212739,-0.192188404,0.02984
30/08/2013,0.204709728,-0.106712777,0.040816787,-0.083108524,-0.189858513,-0.229348832,-0.178218347,0.03054
30/09/2013,0.223379846,-0.144073543,0.017717806,-0.155479277,-0.274805106,-0.210568391,-0.256895153,0.03038
31/10/2013,0.277693762,-0.122693735,0.04717901,-0.077063068,-0.248750818,-0.208039228,-0.235115586,0.031
29/11/2013,0.286526923,-0.130134703,0.024878182,-0.171341501,-0.293474029,-0.199390772,-0.274424397,0.03062
31/12/2013,0.288739866,-0.095772869,0.050797702,-0.129209029,-0.297940011,-0.180511238,-0.286974915,0.03122
31/01/2014,0.18337673,-0.114294262,-0.023654177,-0.186729762,-0.277962799,-0.21559556,-0.258018956,0.03007
28/02/2014,0.215301322,-0.018952658,0.056643284,-0.131382595,-0.179974443,-0.100590509,-0.167013935,0.0299
31/03/2014,0.185833771,-0.021478627,0.023796181,-0.112664098,-0.214099804,-0.011348345,-0.198875339,0.03004
30/04/2014,0.162090213,0.031166281,0.091005029,-0.04846522,-0.135274798,0.014365228,-0.123426796,0.02997
30/05/2014,0.171393643,0.024518964,0.128574479,-0.049065222,-0.116283302,-0.061868548,-0.108659416,0.02925
30/06/2014,0.217010064,0.081632538,0.137029026,0.053109311,0.075686412,-0.0841501,0.076551777,0.02904
31/07/2014,0.152909979,0.013928665,0.000366888,0.069268433,-0.019442963,-0.140339412,-0.025760468,0.02874
29/08/2014,0.208277904,-0.02966779,-0.055800425,0.059087215,-0.09352701,-0.149801285,-0.080463463,0.02849
30/09/2014,0.153211803,-0.066226734,-0.073263266,-0.020216244,-0.106669303,-0.234225317,-0.089539946,0.02782
31/10/2014,0.121927064,-0.059823634,-0.149081478,-0.007209756,-0.13735306,-0.145423861,-0.117403629,0.02716
28/11/2014,0.129803089,-0.090759722,-0.281476827,0.007059155,-0.083914541,-0.133960971,-0.062456603,0.02677
31/12/2014,0.098092866,-0.170359797,-0.440776838,-0.074734091,-0.041417081,-0.107634784,-0.017815211,0.02577
30/01/2015,0.12867845,-0.200437518,-0.478881309,-0.086862269,0.011699227,-0.163477539,0.02873149,0.02276
27/02/2015,0.146894016,-0.227950347,-0.442691589,-0.093487266,-0.103167359,-0.219052062,-0.084807604,0.02498
31/03/2015,0.139831391,-0.270587868,-0.4927367,-0.072142484,-0.092475055,-0.30460975,-0.081729728,0.02552
30/04/2015,0.143367485,-0.247098618,-0.406793179,-0.015933613,-0.100105142,-0.333717258,-0.090918429,0.02693
29/05/2015,0.132392727,-0.245724503,-0.424152294,-0.116064611,-0.057360881,-0.300481707,-0.049188727,0.02627
30/06/2015,0.084109154,-0.237230626,-0.454645251,-0.180381484,-0.136570793,-0.130870946,-0.11740807,0.02717
31/07/2015,0.119919782,-0.282467246,-0.521869566,-0.256989436,-0.16789748,-0.166062102,-0.150746529,0.02633
31/08/2015,0.018500246,-0.281586734,-0.504900314,-0.276848152,-0.141388336,-0.188899523,-0.124879597,0.02508
30/09/2015,-0.00777884,-0.260091228,-0.524468209,-0.240275213,-0.093014386,-0.062545419,-0.084334308,0.02416
30/10/2015,0.058308846,-0.257418897,-0.474812424,-0.272918491,-0.032660258,-0.126024277,-0.030824457,0.02443
30/11/2015,0.035187915,-0.282145928,-0.445778806,-0.301794868,-0.099452398,-0.163729704,-0.098441176,0.02487
31/12/2015,0.020787554,-0.247005372,-0.415715446,-0.245706708,-0.111307242,-0.169232834,-0.109273651,0.02358
29/01/2016,-0.029174716,-0.234208603,-0.419388575,-0.214058869,-0.137195911,-0.110854359,-0.131432453,0.02405
29/02/2016,-0.097269077,-0.265778791,-0.500388272,-0.19214949,-0.001049622,-0.157204081,0.0127001,0.02137
31/03/2016,-0.04562429,-0.196649104,-0.398816812,-0.190569321,0.02568023,-0.089457958,0.039262497,0.02322
29/04/2016,-0.047347752,-0.175682983,-0.410676889,-0.196286845,0.086652703,-0.013556672,0.086172769,0.02336
31/05/2016,-0.042704939,-0.154618536,-0.374213444,-0.189293036,0.009223005,0.034727563,0.017283611,0.02344
30/06/2016,-0.026670586,-0.134842807,-0.367240865,-0.098442624,0.126956535,-0.104483362,0.120380163,0.02374
29/07/2016,-0.0112306,-0.081734357,-0.338653559,-0.012687749,0.242990962,-0.044105765,0.227964157,0.02326
31/08/2016,0.063706432,-0.089737696,-0.309257971,-0.026334246,0.159394264,-0.066451133,0.147089922,0.02605
30/09/2016,0.105000443,-0.028232299,-0.186111638,0.036903729,0.184278255,-0.049543267,0.169949294,0.02686
31/10/2016,0.017488429,-0.028912636,-0.212600915,0.078463973,0.107356726,-0.040794341,0.104908964,0.03096
30/11/2016,0.037642042,0.060724166,-0.080437221,0.279425721,0.095820449,-0.044229691,0.08938577,0.02977
30/12/2016,0.089963352,0.113998686,0.176685081,0.171758582,0.080653945,-0.045494481,0.073924856,0.03019
31/01/2017,0.167192398,0.134270182,0.235401906,0.290303013,0.084912195,-0.003128098,0.070352918,0.03412
28/02/2017,0.222076321,0.155274187,0.290342808,0.269154224,0.023055006,0.028182265,0.001999432,0.03099
31/03/2017,0.172137607,0.082758236,0.132627382,0.254971912,0.013434631,-0.057427081,-0.002987878,0.03168
28/04/2017,0.175550061,-0.017629691,-0.052222464,0.134559697,-0.034807836,-0.130629472,-0.032355471,0.03123
31/05/2017,0.172325418,-0.029401804,-0.117687012,0.206752208,0.033918509,-0.156290966,0.030445612,0.03043
30/06/2017,0.18822611,-0.070243566,-0.146313508,0.177442083,-0.080972943,-0.12835034,-0.074657337,0.03055
31/07/2017,0.157548833,0.001312278,0.067299203,0.193816898,-0.091974944,-0.076534419,-0.077546405,0.02992
31/08/2017,0.154405755,0.022758712,0.002024834,0.339533319,-0.017243501,-0.094048123,-0.008527159,0.03045
29/09/2017,0.178895717,-0.01033606,-0.000970574,0.239835934,-0.054115144,-0.136221849,-0.040742191,0.03105
31/10/2017,0.217006101,0.015159992,0.084822549,0.278654928,-0.02622249,-0.171756192,-0.018637317,0.03086
30/11/2017,0.204428851,-0.003467381,0.078980613,0.120612147,0.058168732,-0.13142558,0.068835149,0.03071
29/12/2017,0.184824097,0.007461629,0.053869014,0.278742583,0.109279902,-0.127458243,0.117259508,0.03059
31/01/2018,0.213814772,0.025206582,0.16017679,0.17978793,0.073182474,-0.144784479,0.088411615,0.03133
28/02/2018,0.1357834,0.004582921,0.097128963,0.125669694,0.012123886,-0.103419948,0.031790553,0.03079
30/03/2018,0.098961336,0.02486327,0.222621083,0.084276053,0.019576538,-0.081665464,0.039690509,0.03068
30/04/2018,0.107525738,0.066420831,0.349512254,0.165516824,0.009230764,-0.040587099,0.019411614,0.03045
31/05/2018,0.105224564,0.095216421,0.404579538,0.202074157,-0.008018756,-0.012715054,0.000675831,0.03048
29/06/2018,0.108613639,0.058204613,0.545338065,0.109810641,-0.016320884,-0.141472062,-0.012190316,0.03044
31/07/2018,0.12734802,0.011887453,0.35916636,0.017658077,-0.059634103,-0.101139391,-0.055271119,0.03051
31/08/2018,0.140753563,-0.010873353,0.41082305,-0.090934084,-0.118840983,-0.083444391,-0.109980477,0.03047
28/09/2018,0.122995534,0.008774578,0.409589297,-0.052999502,-0.09706028,-0.118366637,-0.092042167,0.03194
31/10/2018,0.020642268,-0.034783184,0.229424636,-0.138052191,-0.077792703,-0.083606306,-0.067391533,0.03138
30/11/2018,0.0163887,-0.036668366,-0.024291208,-0.093039044,-0.07487755,-0.082952941,-0.064979173,0.03231
31/12/2018,-0.073752849,-0.129889279,-0.187496448,-0.196261949,-0.054689682,-0.098516068,-0.047138507,0.03172
31/01/2019,-0.042729515,-0.10105668,-0.120454537,-0.155261826,-0.046162621,-0.093137243,-0.040688172,0.0314
28/02/2019,0.025428973,-0.0765876,-0.001389689,-0.103896391,-0.033642518,-0.177528258,-0.029058196,0.03042
29/03/2019,0.066596235,-0.073002038,-0.035279902,-0.06195812,-0.054253346,-0.167752518,-0.049412097,0.03203
30/04/2019,0.085685778,-0.100668579,-0.036600215,-0.132690874,-0.059148716,-0.218757655,-0.053002668,0.03335
31/05/2019,0.010981888,-0.143432408,-0.178810423,-0.197536109,-0.035438544,-0.153645164,-0.023405648,0.0336
28/06/2019,0.067075357,-0.088737494,-0.168801778,-0.141794865,0.0768812,-0.055815746,0.095154334,0.0328
31/07/2019,0.046783697,-0.07531615,-0.121130892,-0.090460934,0.121455983,-0.141418793,0.132808305,0.03403
30/08/2019,0.012812042,-0.080390752,-0.207861721,-0.077256875,0.230501705,-0.152652964,0.23183911,0.0337
30/09/2019,0.029010292,-0.087103438,-0.245563232,-0.084931675,0.188869663,-0.074831975,0.196742918,0.03415
31/10/2019,0.124875071,-0.047524772,-0.168114408,-0.020970826,0.212786367,-0.081931842,0.211740783,0.03092
29/11/2019,0.147125709,-0.066010826,0.023982948,-0.065280743,0.16728433,-0.088362248,0.16773138,0.03087
31/12/2019,0.273353189,0.054378912,0.269768076,0.004446503,0.151608976,-0.024207268,0.155571885,0.03112
31/01/2020,0.18438799,-0.072936332,-0.050342494,-0.113137527,0.157964401,-0.069501892,0.166030474,0.03054
28/02/2020,0.05334045,-0.127908205,-0.223467401,-0.149401784,0.145182299,-0.048944423,0.15841743,0.03004
31/03/2020,-0.096455905,-0.237145937,-0.60341956,-0.235270723,0.172866538,-0.071851826,0.200311102,0.0285
30/04/2020,-0.037720607,-0.244192281,-0.699366139,-0.198150808,0.25635489,-0.083268026,0.286365553,0.02739
29/05/2020,0.068595881,-0.182345121,-0.529331189,-0.124958559,0.294875211,-0.164732618,0.301632221,0.02921
30/06/2020,0.032944903,-0.184259224,-0.518347418,-0.078497063,0.234324383,-0.160290847,0.240796645,0.02905
31/07/2020,0.055480854,-0.130268442,-0.507691466,-0.020743732,0.343344711,-0.097134615,0.335844748,0.02988
31/08/2020,0.143949736,-0.047911548,-0.443319288,0.047206654,0.274633242,0.02287339,0.251221587,0.0314
30/09/2020,0.085494464,-0.08907337,-0.491411618,0.019225127,0.252149328,0.012794509,0.244653077,0.03061
30/10/2020,0.032955328,-0.093303987,-0.540647464,0.031418311,0.205502225,0.037829143,0.200266174,0.0312
30/11/2020,0.121296345,-0.035657781,-0.450172117,0.178558125,0.18015085,0.081918819,0.170930183,0.03108
31/12/2020,0.13479939,-0.035021654,-0.464890237,0.143873676,0.224794062,0.144958383,0.204787098,0.03
29/01/2021,0.128875898,0.070295066,-0.325875002,0.237359631,0.158232944,0.250963069,0.130407011,0.03105
26/02/2021,0.260842631,0.201435899,-0.097174971,0.391284111,0.110796628,0.318027416,0.070469866,0.03384
31/03/2021,0.507434717,0.348975148,0.674437303,0.517371616,0.088173746,0.343348707,0.042662052,0.03558
30/04/2021,0.419223182,0.483801682,1.228897723,0.648507059,0.060139532,0.633040849,0.012437594,0.03502
31/05/2021,0.369215495,0.461001994,0.713473939,0.660401648,0.095993699,0.584425435,0.061230019,0.03574
30/06/2021,0.36893393,0.455012759,0.724620667,0.492792989,-0.005493283,0.577785327,-0.039984537,0.03469
30/07/2021,0.34672363,0.401864097,0.72265248,0.447824664,-0.082074794,0.523828002,-0.094749773,0.03552
31/08/2021,0.301160092,0.309225943,0.567300617,0.379344186,-0.099796178,0.449231652,-0.090960486,0.03625
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
