Dates,MSCI World Net Total Return Lo,Bloomberg Commodity Index,S&P GSCI Energy Official Close,S&P GSCI Industrial Metals Off,S&P GSCI Precious Metals Offic,S&P GSCI Agriculture Official,S&P GSCI Gold Official Close I,Breakeven Changes
31/05/2012,-0.067649066,-0.091391073,-0.153078667,-0.096691378,-0.067513014,-0.09283522,-0.061434706,-0.00264
29/06/2012,0.042831414,0.054856367,-0.018127951,0.002635561,0.021162799,0.156025749,0.025571358,0.0008
31/07/2012,0.013468909,0.06459619,0.056489453,-0.018038587,0.004451625,0.171140942,0.003487445,-0.00194
31/08/2012,0.020029758,0.012891121,0.094225833,0.004505934,0.055406359,-0.007997855,0.045212082,0.00161
28/09/2012,0.021495779,0.016973515,-0.023201184,0.101823904,0.05790583,-0.033485363,0.051137868,-0.0006
31/10/2012,-0.004612595,-0.038816587,-0.044160213,-0.08273437,-0.035888773,-0.02781234,-0.030891374,0.00122
30/11/2012,0.014697327,0.000428747,0.019613486,0.063995681,-0.000510193,-0.019636653,-0.005038044,0.00073
31/12/2012,0.019128279,-0.026134642,0.00625077,-0.009991416,-0.031681363,-0.057134631,-0.021543023,0.00035
31/01/2013,0.053730187,0.023907983,0.054959567,0.024754768,-0.003160476,0.030964627,-0.009530894,0.00493
28/02/2013,0.014745012,-0.040935254,-0.041567594,-0.051621491,-0.056820502,-0.046820358,-0.050481877,0.00022
29/03/2013,0.026757075,0.006660487,0.019982025,-0.044336161,0.00796954,-0.022395825,0.00983761,0.00154
30/04/2013,0.027868907,-0.027965568,-0.057701973,-0.051220851,-0.087028739,0.00055807,-0.077458046,-0.00229
31/05/2013,0.014370476,-0.022465495,-0.019311049,0.026235085,-0.057907171,-0.006090814,-0.054670109,-1.00E-04
28/06/2013,-0.024187918,-0.047180767,0.023885461,-0.074393511,-0.122163493,-0.048106798,-0.121539176,-0.00199
31/07/2013,0.047328269,0.0135844,0.071083012,0.011266947,0.06337622,-0.027774507,0.071118852,0.00087
30/08/2013,-0.020620671,0.033984611,0.039581085,0.017468097,0.07862794,0.003544758,0.063287673,0.0007
30/09/2013,0.037326519,-0.025560296,-0.044879406,0.014856332,-0.053019851,-0.009931813,-0.049497342,-0.00016
31/10/2013,0.03957923,-0.014807612,-0.016490274,0.002436416,-0.001250869,-0.024697668,-0.002487891,0.00062
29/11/2013,0.021712298,-0.008056499,-0.002100304,-0.044691968,-0.060011614,-0.008930783,-0.056170961,-0.00038
31/12/2013,0.020881272,0.012335452,0.031699196,0.040344771,-0.037802148,-0.03490049,-0.038467713,0.0006
31/01/2014,-0.03241933,0.002935154,-0.019787191,-0.042936157,0.025204728,-0.013173495,0.030692071,-0.00115
28/02/2014,0.042120335,0.062303065,0.037256617,0.012920481,0.071179285,0.092929583,0.06597786,-0.00017
31/03/2014,0.001861178,0.004068569,-0.011725417,-0.023741835,-0.033977109,0.074605055,-0.028788298,0.00014
30/04/2014,0.007288228,0.02433034,0.00415679,0.017423454,0.004541369,0.026581315,0.009425368,-7.00E-05
30/05/2014,0.022491295,-0.02876708,0.014459598,0.025587981,-0.037216492,-0.080787234,-0.038744404,-0.00072
30/06/2014,0.013812165,0.005935782,0.031555745,0.025059588,0.068528868,-0.070715205,0.060995739,-0.00021
31/07/2014,-0.007834653,-0.049860058,-0.057652923,0.026784031,-0.030664492,-0.08742258,-0.030677064,-0.0003
29/08/2014,0.026413531,-0.0104742,-0.018787977,0.007780105,-0.002865661,-0.00750078,0.003584675,-0.00025
30/09/2014,-0.009948638,-0.062273997,-0.06254423,-0.061135159,-0.066749427,-0.108244768,-0.058879483,-0.00067
31/10/2014,0.011377156,-0.008051919,-0.096953199,0.015743614,-0.035555495,0.088401223,-0.033015713,-0.00066
28/11/2014,0.028884808,-0.040695961,-0.157364615,-0.030961771,-0.001782012,0.004362962,0.002588174,-0.00039
31/12/2014,-0.007771839,-0.076290162,-0.197033432,-0.04415193,0.006834479,-0.005563024,0.007315917,-0.001
30/01/2015,-0.00546895,-0.033425191,-0.086577147,-0.055481135,0.082012635,-0.074927482,0.07953758,-0.00301
27/02/2015,0.058938953,0.025749371,0.109290161,0.005571539,-0.050440564,0.020320606,-0.051672044,0.00222
31/03/2015,-0.004308328,-0.05138252,-0.100470375,-0.000754824,-0.022459897,-0.043124592,-0.025522024,0.00054
30/04/2015,0.010413134,0.057316837,0.174286918,0.079058158,-0.003904391,-0.016389123,-0.000675479,0.00141
29/05/2015,0.012676782,-0.026994489,-0.015226711,-0.078767934,0.008514928,-0.034935013,0.005380249,-0.00066
30/06/2015,-0.029415306,0.0172636,-0.023068393,-0.049525758,-0.021259553,0.154606567,-0.015129181,0.0009
31/07/2015,0.024938859,-0.106208832,-0.173813342,-0.069187229,-0.065833641,-0.124372966,-0.067291645,-0.00084
31/08/2015,-0.066538112,-0.009259915,0.016036064,-0.019155204,0.028901072,-0.034680409,0.034152294,-0.00125
30/09/2015,-0.035493693,-0.034216476,-0.099595426,-0.013652674,-0.014170341,0.03067382,-0.015276336,-0.00092
30/10/2015,0.078740742,-0.004469298,-0.002655619,-0.027900086,0.028622157,0.014701155,0.023493104,0.00027
30/11/2015,0.006406706,-0.072639596,-0.110781727,-0.06944757,-0.07070621,-0.038967686,-0.067359653,0.00044
31/12/2015,-0.021574593,-0.031072509,-0.153477045,0.032633182,-0.00641953,-0.01210698,-0.004787259,-0.00129
29/01/2016,-0.0541461,-0.016998732,-0.092319417,-0.015852013,0.050492331,-0.009922117,0.052681679,0.00047
29/02/2016,-0.015335762,-0.016537733,-0.045464229,0.03360347,0.099395296,-0.032867055,0.105696176,-0.00268
31/03/2016,0.052654698,0.037933382,0.082404711,0.001199717,0.00369706,0.033791537,3.78E-05,0.00185
29/04/2016,0.008588477,0.084911046,0.151120712,0.071436084,0.055309397,0.065603061,0.04443207,0.00014
31/05/2016,0.017612128,-0.002130483,0.045704595,-0.070751491,-0.063347044,0.012302799,-0.058384744,8.00E-05
30/06/2016,-0.013158356,0.04106011,-0.012183319,0.056987422,0.092917955,-0.000732726,0.084682499,0.0003
29/07/2016,0.041197529,-0.05134266,-0.136487211,0.019350377,0.030350599,-0.065336368,0.022271249,-0.00048
31/08/2016,0.004207264,-0.01789492,0.061196929,-0.032712308,-0.040297124,-0.057246108,-0.03395741,0.00279
30/09/2016,0.001949283,0.031040428,0.060929803,0.050408948,0.006988446,0.049340754,0.004347378,0.00081
31/10/2016,-0.006691599,-0.005166272,-0.035115761,0.01106275,-0.038189159,0.024041449,-0.033405369,0.0041
30/11/2016,0.026340821,0.012960963,0.038472157,0.103952235,-0.080387455,-0.042409578,-0.080462594,-0.00119
30/12/2016,0.027760819,0.017591554,0.083222325,-0.054265697,-0.020171,-0.013414279,-0.018911639,0.00042
31/01/2017,0.012872112,0.000888997,-0.047025971,0.083712237,0.054631731,0.03402317,0.049180397,0.00393
28/02/2017,0.03096529,0.001673665,-0.003014031,0.01666213,0.03671234,-0.002490751,0.035085645,-0.00313
31/03/2017,0.009639199,-0.027217149,-0.049894953,-0.009988307,-0.00574128,-0.052284853,-0.004939711,0.00069
28/04/2017,0.011524789,-0.015676479,-0.036747328,-0.03136621,0.005073568,-0.017154136,0.013667694,-0.00045
31/05/2017,0.014820723,-0.014088329,-0.026523935,-0.011623018,0.003347172,-0.017577673,0.002727014,-0.0008
30/06/2017,0.00022655,-0.002746616,-0.044232865,0.03131485,-0.028529654,0.032359432,-0.025952481,0.00012
31/07/2017,0.014316193,0.021667835,0.079584274,0.033526593,0.018015905,-0.009774529,0.019079554,-0.00063
31/08/2017,0.001480552,0.003140127,-0.003704235,0.085354122,0.03868746,-0.075125618,0.038323225,0.00053
29/09/2017,0.02320498,-0.002322326,0.057758308,-0.027769791,-0.030792346,0.000492011,-0.028285975,0.0006
31/10/2017,0.025419269,0.020462965,0.047745093,0.042718905,-0.009826873,-0.018085849,-0.011131428,-0.00019
30/11/2017,0.015734017,-0.00562606,0.032879826,-0.032497152,-0.000690373,0.004219454,0.001499158,-0.00015
29/12/2017,0.01103173,0.028751518,0.058012006,0.079187593,0.027156241,-0.008907909,0.025537287,-0.00012
31/01/2018,0.037655408,0.018518182,0.049104144,-0.000150121,0.020312626,0.013490365,0.022090323,0.00074
28/02/2018,-0.035311409,-0.018476594,-0.057193531,-0.029973336,-0.022271283,0.045756155,-0.018761308,-0.00054
30/03/2018,-0.023093274,-0.007578774,0.058780235,-0.04639347,0.001579823,-0.029289635,0.002679018,-0.00011
30/04/2018,0.019407783,0.024237221,0.063224987,0.041209915,-0.005125043,0.02680991,-0.006103633,-0.00023
31/05/2018,0.012712168,0.012533345,0.013199071,0.019378188,-0.013801788,0.010962821,-0.015702123,3.00E-05
29/06/2018,0.003293658,-0.036447855,0.051548379,-0.047842274,-0.036660122,-0.102275976,-0.038476256,-4.00E-05
31/07/2018,0.031457048,-0.023050126,-0.050476616,-0.052291764,-0.026809226,0.036745144,-0.025365004,7.00E-05
31/08/2018,0.013389377,-0.019423922,0.034161138,-0.030461741,-0.026709897,-0.05691851,-0.021806192,-4.00E-05
28/09/2018,0.007276822,0.017495462,0.056833306,0.012800586,-0.006835236,-0.037628347,-0.008701115,0.00147
31/10/2018,-0.068040597,-0.023599488,-0.086170962,-0.050930515,0.011302154,0.020628272,0.015715895,-0.00056
30/11/2018,0.011500905,-0.00756819,-0.180275149,0.018028352,0.002468506,0.004935437,0.004089717,0.00093
31/12/2018,-0.07863472,-0.07080003,-0.118959959,-0.043636745,0.049570673,-0.025727648,0.045105052,-0.00059
31/01/2019,0.072410204,0.052268515,0.135668623,0.05085402,0.029516237,0.019537492,0.029009297,-0.00032
28/02/2019,0.033375255,0.008240302,0.070435014,0.029010432,-0.009437581,-0.05156003,-0.006865507,-0.00098
29/03/2019,0.016125995,-0.003725255,0.022848013,-0.001764022,-0.01978224,-0.01775196,-0.018340192,0.00161
30/04/2019,0.037652765,-0.006331456,0.06176986,-0.037302192,-0.01027471,-0.036119183,-0.009857789,0.00132
31/05/2019,-0.056970553,-0.035613314,-0.136362153,-0.056836642,0.011051162,0.09522132,0.015060672,0.00025
28/06/2019,0.058960551,0.025078406,0.064364634,0.018297095,0.075517374,0.001491161,0.078254132,-0.0008
31/07/2019,0.011842712,-0.008661318,0.003980454,0.004395836,0.013473554,-0.057249797,0.00814523,0.00123
30/08/2019,-0.01949852,-0.024805257,-0.067894619,-0.016386655,0.06792879,-0.069258331,0.063708117,-0.00033
30/09/2019,0.023386546,0.010068256,0.006533739,0.004376744,-0.040437365,0.050756589,-0.036944102,0.00045
31/10/2019,0.018782716,0.018732394,0.007640722,0.015406926,0.0316467,0.01279583,0.028445086,-0.00323
29/11/2019,0.031508941,-0.026829739,0.009014073,-0.02804663,-0.0351427,-0.002103412,-0.032377974,-5.00E-05
31/12/2019,0.022750521,0.048972388,0.092514793,0.027705078,0.035476085,0.042835138,0.034222455,0.00025
31/01/2020,-0.002515738,-0.074791901,-0.15063526,-0.072162636,0.035197865,-0.02778769,0.038322422,-0.00058
28/02/2020,-0.080963362,-0.051545083,-0.12470793,-0.013066327,-0.02037183,-0.030606172,-0.013349708,-0.0005
31/03/2020,-0.128378064,-0.128518073,-0.477624615,-0.102537176,0.003914059,-0.041410673,0.017161116,-0.00154
30/04/2020,0.105105858,-0.015509791,-0.195109137,0.009427104,0.060177069,-0.047974894,0.061128928,-0.00111
29/05/2020,0.047219124,0.043301701,0.352101182,0.029254668,0.042050376,-0.002104573,0.027107477,0.00182
30/06/2020,0.023631032,0.022678731,0.089203197,0.072364941,0.025224136,0.006816874,0.027858782,-0.00016
31/07/2020,0.033918273,0.056951622,0.026192247,0.067344311,0.102987478,0.013656362,0.085371657,0.00083
31/08/2020,0.062685698,0.06753819,0.053983533,0.051866067,0.01330472,0.054454962,-0.003675719,0.00152
30/09/2020,-0.028908006,-0.033600218,-0.080421947,-0.02246036,-0.057363586,0.040402961,-0.041999835,-0.00079
30/10/2020,-0.030527498,0.014001095,-0.089907798,0.027554432,-0.00678588,0.037830496,-0.008231392,0.00059
30/11/2020,0.119726259,0.035042787,0.207752278,0.110610049,-0.05543338,0.040289825,-0.056027854,-0.00012
31/12/2020,0.035066843,0.049664341,0.063269707,-0.002539832,0.074646483,0.103597434,0.064126527,-0.00108
29/01/2021,-0.007722464,0.026184336,0.07001973,0.003667208,-0.021059696,0.062223495,-0.025780615,0.00105
26/02/2021,0.026472949,0.064666952,0.172238963,0.109705783,-0.060493251,0.0213632,-0.065664495,0.00279
31/03/2021,0.042091325,-0.021497975,-0.031169051,-0.02120307,-0.016532014,-0.02299473,-0.009261886,0.00174
30/04/2021,0.040437661,0.082887428,0.071416295,0.096664581,0.032864123,0.157328607,0.030369156,-0.00056
31/05/2021,0.010319357,0.027270615,0.03943313,0.036681122,0.077292763,-0.031811791,0.076606888,0.00072
30/06/2021,0.023420533,0.018486359,0.096288833,-0.03588456,-0.069709716,0.002597444,-0.070173,-0.00105
30/07/2021,0.017143442,0.018343325,0.025021126,0.035192039,0.018052458,-0.0210088,0.023455327,0.00083
31/08/2021,0.026731981,-0.003006999,-0.041066576,0.002113986,-0.006258053,0.002835953,0.000494795,0.00073
